x,y
774.1680480841148, 0.0016335897536086108
774.3239295063576, 0.001680121521442146
774.4798109286003, 0.0017266532892756814
774.6356923508429, 0.002328658035622766
774.7915737730856, 0.0057080276745411496
774.9474551953283, 0.006310032420888234
775.1033366175709, 0.006356564188721769
775.2592180398136, 0.006958568935069742
775.4150994620563, 0.010893411552500787
775.570980884299, 0.01093994332033521
775.7268623065416, 0.013763839980739156
775.8827437287844, 0.015476790684115116
776.0386251510271, 0.01885616032303261
776.1945065732697, 0.022235529961950107
776.3503879955124, 0.02617037257938204
776.5062694177551, 0.03121616115384196
776.6621508399977, 0.03848384164235785
776.8180322622404, 0.04741794106641617
776.9739136844831, 0.060240351340071996
777.1336921422818, 0.07984069524579507
777.2272209956275, 0.09975454693729713
777.3051617067488, 0.12144125898326141
777.3831024178702, 0.1455350206027859
777.4025875956505, 0.1647972336622514
777.4610431289915, 0.18981096710832013
777.487023366032, 0.21592595239311763
777.5259937215926, 0.2574129010641224
777.5194986623325, 0.23815456565197746
777.5779541956734, 0.303717826529569
777.5584690178931, 0.2792711990039738
777.5974393734538, 0.3448286434105867
777.5974393734538, 0.32705350809813805
777.6429047882746, 0.39520509856147523
777.6364097290145, 0.3737248712352743
777.6169245512342, 0.3626095951940149
777.6948652623555, 0.4603961052963994
777.6753800845752, 0.43817136968485926
777.6753800845752, 0.4203962343724106
777.720845499396, 0.4915103473878242
777.6948652623555, 0.47372745678073613
777.7728059734768, 0.5192995069028026
777.8312615068178, 0.5409804024777873
777.9092022179392, 0.517673803264115
777.9481725734998, 0.48880084132334467
777.9936379883206, 0.4619665524607841
778.0261132846211, 0.43383228233437254
778.0261132846211, 0.41605714702192387
778.0585885809218, 0.3945885526376811
778.131333244635, 0.3756501231293914
778.2014798846442, 0.3677833461300173
778.2794205957655, 0.39669120689666304
778.2989057735459, 0.4205823614437447
778.3573613068869, 0.4461515678683279
778.3768464846672, 0.4872623847493447
778.3768464846672, 0.469487249436896
778.422311899488, 0.5435638850043842
778.4158168402279, 0.5206023964021442
778.4158168402279, 0.5039382070467235
778.4547871957885, 0.589492678679842
778.4547871957885, 0.5717175433673933
778.4937575513492, 0.6250545822466984
778.4937575513492, 0.6072794469342497
