x,y
778.4742723735689, 0.5561701164399802
778.53922296617, 0.6783935599496624
778.5327279069099, 0.656172701985442
778.5327279069099, 0.6417304045440773
778.5716982624706, 0.7228410923490829
778.5781933217306, 0.7013647426701999
778.6171636772914, 0.7613674572916729
778.6106686180312, 0.7395169146464617
778.6691241513722, 0.7906378780826895
778.6886093291525, 0.8161954515653136
778.7340747439733, 0.8384279424714931
778.773045099534, 0.8651022783821238
778.8250055736149, 0.8928914378971031
778.8639759291756, 0.919936089126745
778.9029462847362, 0.9436479024853011
778.9419166402969, 0.9681003464818758
778.9614018180772, 0.9851406676272862
779.0198573514183, 1.007932509159299
779.1289743469881, 1.0256291221135276
779.234194307002, 1.0141066931037237
779.2536794847823, 0.9941154823481977
779.292649840343, 0.9741300880636521
779.3861786936885, 0.95149470960098
779.5459571514873, 0.9564305668739328
779.6563731589092, 0.9490572204959618
779.6953435144699, 0.9283311955733957
779.7408089292907, 0.9120508933026024
779.7408089292907, 0.8953867039471817
779.7862743441115, 0.8742923025292679
779.818749640412, 0.8448619287863233
779.8577199959726, 0.815988966845552
779.9161755293137, 0.7926765511609002
780.0136014182153, 0.7793742820314602
780.1110273071171, 0.8018074411864218
780.1305124848974, 0.8188477623318313
780.1759778997181, 0.8395989919619726
780.227938373799, 0.8688694127529892
780.2669087293597, 0.8966546946206488
780.3058790849203, 0.9166633547891125
780.4033049738221, 0.9250245318217187
780.4812456849434, 0.8983850947369625
780.520216040504, 0.8689566598176777
780.5591863960647, 0.8434165357479904
780.5591863960647, 0.8256414004355417
780.5591863960647, 0.808977211080121
780.6046518108855, 0.7871421790241886
780.5916616923653, 0.7634381209602701
780.6436221664462, 0.7382721898569127
780.6306320479259, 0.7145681317929942
780.6760974627467, 0.6923627844180515
780.6760974627467, 0.6745876491056029
780.7150678183074, 0.6546022548210564
780.7085727590472, 0.6331220274948546
780.754038173868, 0.6146198333100052
780.754038173868, 0.5968446979975566
780.754038173868, 0.5801805086421359
780.7930085294288, 0.5557513305294774
780.8254838257293, 0.5279873757220743
780.8709492405501, 0.5102258121752445
780.8904344183304, 0.489493970781699
780.9294047738911, 0.4687679458591347
780.9683751294517, 0.45026381285062556
781.0073454850124, 0.43250031048013504
781.0852861961338, 0.40808276530943566
781.1632269072551, 0.3853316390742769
781.2411676183764, 0.36480240475317505
781.3191083294978, 0.3448286434105867
781.3970490406191, 0.3274470893010637
781.4749897517405, 0.31117648114856955
781.5919008184225, 0.2912143527479403
781.7088118851045, 0.2749553775374034
781.8452081295668, 0.2572209575218096
782.0010895518095, 0.2411587729127369
782.1569709740522, 0.22954037213177614
782.3128523962948, 0.22569859305001128
782.4687338185375, 0.2218568139682464
782.6246152407803, 0.218570507864996
782.7804966630229, 0.2041747421914648
782.9168929074852, 0.18569969153785237
783.0338039741672, 0.17018134696533505
783.1702002186296, 0.15374303056627348
783.3260816408723, 0.13768084595719987
783.4819630631149, 0.1221741343266407
783.6378444853576, 0.11055573354567994
783.7937259076003, 0.09893733276472005
783.9496073298429, 0.09009629687632881
784.1054887520856, 0.08292167992347999
784.2613701743284, 0.07741348190617359
784.417251596571, 0.07246075686738074
784.5731330188137, 0.0702853967211583
784.7290144410564, 0.06699909061790787
784.8848958632991, 0.06371278451465745
785.0407772855417, 0.06264837032546211
785.1966587077844, 0.05991753720072701
785.3525401300271, 0.05829765003301812
785.5084215522697, 0.05834418180085166
785.6643029745125, 0.05616882165462922
785.8201843967552, 0.05399346150840678
785.9760658189978, 0.05403999327624032
786.1319472412405, 0.05408652504407385
786.2878286634832, 0.05246663787636496
786.4437100857258, 0.049735804751629864
786.5995915079685, 0.0497823365194634
786.7554729302112, 0.049828868287296935
786.9113543524538, 0.04931992707661603
787.0672357746965, 0.047700039908907144
787.2231171969393, 0.04719109869822713
787.3789986191819, 0.04557121153051824
787.5348800414246, 0.045617743298351776
787.6907614636673, 0.04566427506618531
787.84664288591, 0.045710806834019735
788.0025243081526, 0.04575733860185327
788.1584057303953, 0.045803870369686805
788.314287152638, 0.04585040213752034
788.4701685748806, 0.045896933905353876
788.6260499971233, 0.04594346567318741
788.7819314193661, 0.04598999744102095
788.9378128416087, 0.04603652920885448
789.0936942638514, 0.04608306097668802
789.2495756860941, 0.048351484658578414
789.4054571083367, 0.050064435361954374
789.5613385305794, 0.050666440108302346
789.7172199528221, 0.05071297187613588
789.8731013750647, 0.05298139555802539
790.0289827973074, 0.0552498192399149
790.1848642195501, 0.055296351007748434
790.3407456417929, 0.059786666603693916
790.4966270640355, 0.06094414432855633
790.6525084862782, 0.06432351396747382
790.8083899085209, 0.06437004573530736
790.9642713307635, 0.06886036133125373
791.1201527530062, 0.07168425799165679
791.2760341752489, 0.07339720869503275
791.4319155974915, 0.07788752429097823
791.5877970197342, 0.08015594797286774
791.743678441977, 0.08242437165475813
791.8995598642196, 0.08580374129367652
792.0554412864623, 0.08807216497556603
792.211322708705, 0.09200700759299796
792.3672041309476, 0.09649732318894344
792.5230855531903, 0.1032095306989449
792.678966975433, 0.11047721118746079
792.8348483976756, 0.1194113106115191
792.9907298199183, 0.125568045143007
793.146611242161, 0.13061383371746693
793.3024926644038, 0.1401034061200388
793.438888908866, 0.15254968460370666
793.5752851533284, 0.17018037755350512
793.67271104223, 0.18854006819936409
793.7506517533515, 0.2091158342882995
793.8285924644728, 0.23302443824831975
793.9065331755941, 0.2580439881653671
793.9844738867155, 0.28139711914687293
794.0624145978368, 0.3014174122572948
794.1793256645187, 0.32459701852125367
794.3157219089811, 0.33982066189749194
794.4716033312238, 0.35097665323560623
794.6274847534664, 0.3582443337241221
794.7833661757091, 0.3588463384704692
794.9392475979519, 0.35278266747464837
795.0951290201945, 0.343941631586258
795.2510104424372, 0.3317677578267837
795.3874066868996, 0.31458881078970347
795.5043177535815, 0.29536731302709285
795.5692683461826, 0.2798334578652977
795.6835813891606, 0.2586855449143739
795.816080598067, 0.23843181743531972
795.9329916647489, 0.22069158094874552
796.0693879092113, 0.20536421050671194
796.2252693314539, 0.1943012827042665
796.5370321759393, 0.17828562986302643
796.6929135981819, 0.17000006695314962
796.8487950204246, 0.16393639595732878
797.0046764426673, 0.1562063060259664
797.1605578649101, 0.1490316890731176
797.3164392871527, 0.1435234910558112
797.4723207093954, 0.13745982005999124
797.6282021316381, 0.13306256799971194
797.7840835538807, 0.12866531593943353
797.9399649761234, 0.12426806387915512
798.0958463983661, 0.12320364968996067
798.2517278206087, 0.11991734358671025
798.4076092428514, 0.11996387535454378
798.5634906650942, 0.11889946116534933
798.7193720873368, 0.11561315506209802
798.8752535095795, 0.11565968682993244
799.0311349318222, 0.11570621859776598
799.1870163540648, 0.11575275036559951
799.3428977763075, 0.11579928213343305
799.4987791985502, 0.11584581390126658
799.6546606207928, 0.11478139971207213
799.8105420430355, 0.11371698552287768
799.9664234652782, 0.11376351729071121
800.122304887521, 0.11381004905854564
800.2781863097636, 0.11385658082637917
800.4340677320063, 0.11390311259421271
800.589949154249, 0.11394964436204624
800.7458305764916, 0.11621806804393575
800.9017119987343, 0.11626459981176929
801.057593420977, 0.11631113157960282
801.2134748432196, 0.11635766334743636
801.3693562654623, 0.11640419511526989
801.525237687705, 0.11645072688310432
801.6811191099476, 0.11649725865093785
801.8370005321904, 0.11821020935431381
796.4005235602094, 0.18578573103070983
779.6465968586388, 0.9643666484332263
